Repository,Issue Title,Issue URL
NVIDIA-Genomics-Research/AtacWorks,Tutorial 1 is recursive? ,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/247
NVIDIA-Genomics-Research/AtacWorks,ConnectionResetError: [Errno 104] Connection reset by peer,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/246
NVIDIA-Genomics-Research/AtacWorks,Removing hard-set versions from requirements.txt to be more compatible with RAPIDS,https://github.com/NVIDIA-Genomics-Research/AtacWorks/pull/245
NVIDIA-Genomics-Research/AtacWorks,error message needing help,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/244
NVIDIA-Genomics-Research/AtacWorks,[gpuCI] Forward-merge master to dev-v0.4.0,https://github.com/NVIDIA-Genomics-Research/AtacWorks/pull/242
NVIDIA-Genomics-Research/AtacWorks,"Atacworks stuck at ""waiting for writter to finish...""",https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/237
NVIDIA-Genomics-Research/AtacWorks,Pretrained model for bulk low-quality data,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/236
NVIDIA-Genomics-Research/AtacWorks,What does the 6 kb mean?,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/235
NVIDIA-Genomics-Research/AtacWorks,error in pip install -r requirments.txt,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/233
NVIDIA-Genomics-Research/AtacWorks,WIP: Enable reading config files output by atacworks,https://github.com/NVIDIA-Genomics-Research/AtacWorks/pull/231
NVIDIA-Genomics-Research/AtacWorks,WIP: Update versions of all dependencies,https://github.com/NVIDIA-Genomics-Research/AtacWorks/pull/227
NVIDIA-Genomics-Research/AtacWorks,Update atacworks dependencies to latest stable versions,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/223
NVIDIA-Genomics-Research/AtacWorks,"pyYaml outputs None as ""null"". atacworks does not recognize null.",https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/199
NVIDIA-Genomics-Research/AtacWorks,new version of bigwig files for pre-trained models to contain ALL chroms,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/198
NVIDIA-Genomics-Research/AtacWorks,"Encode intervals, sizes data into h5 files itself.",https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/183
NVIDIA-Genomics-Research/AtacWorks,Add set of standard config files,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/170
NVIDIA-Genomics-Research/AtacWorks,AWS AMI,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/162
NVIDIA-Genomics-Research/AtacWorks,enable automated docker image upload with new merges to master,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/159
NVIDIA-Genomics-Research/AtacWorks,Fix resume functionality in training.,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/130
NVIDIA-Genomics-Research/AtacWorks,Fix to include ends of chromosomes.,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/114
NVIDIA-Genomics-Research/AtacWorks,Add evaluation script for quality enhancement use case,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/61
NVIDIA-Genomics-Research/AtacWorks,Update metrics to support both numpy and torch tensor inputs,https://github.com/NVIDIA-Genomics-Research/AtacWorks/issues/6
pykt-team/pykt-toolkit,"Optional values for parameter ""emb_type""?",https://github.com/pykt-team/pykt-toolkit/issues/130
pykt-team/pykt-toolkit,iekt代码部分，部分数据在cpu上，部分在cuda上,https://github.com/pykt-team/pykt-toolkit/issues/129
pykt-team/pykt-toolkit,reproduction issue on assistment2009,https://github.com/pykt-team/pykt-toolkit/issues/128
pykt-team/pykt-toolkit,关于dkt_forget模型,https://github.com/pykt-team/pykt-toolkit/issues/127
pykt-team/pykt-toolkit,Ednet 数据集预处理提示Killed,https://github.com/pykt-team/pykt-toolkit/issues/126
pykt-team/pykt-toolkit,Problems with the assistment2017 dataset,https://github.com/pykt-team/pykt-toolkit/issues/124
pykt-team/pykt-toolkit,AT-DKT中QT task 是否存在数据泄露问题？,https://github.com/pykt-team/pykt-toolkit/issues/121
pykt-team/pykt-toolkit,关于如何复现Question Level和KC Level的疑问,https://github.com/pykt-team/pykt-toolkit/issues/120
pykt-team/pykt-toolkit,关于一题多知识点存在信息泄露问题的询问,https://github.com/pykt-team/pykt-toolkit/issues/119
pykt-team/pykt-toolkit,Knowledge State Depictions,https://github.com/pykt-team/pykt-toolkit/issues/109
pykt-team/pykt-toolkit,Optimal hyperparameters for the model,https://github.com/pykt-team/pykt-toolkit/issues/108
pykt-team/pykt-toolkit,请问一题多概念泄露问题应该如何解决,https://github.com/pykt-team/pykt-toolkit/issues/107
pykt-team/pykt-toolkit,Missed file 'get_wandb_new',https://github.com/pykt-team/pykt-toolkit/issues/105
pykt-team/pykt-toolkit,Benchmark result of Ednet,https://github.com/pykt-team/pykt-toolkit/issues/103
pykt-team/pykt-toolkit,是否有计划支持multi GPU？,https://github.com/pykt-team/pykt-toolkit/issues/96
pykt-team/pykt-toolkit,What is the configs/kt_config.json?  ,https://github.com/pykt-team/pykt-toolkit/issues/23
mitmedialab/sherlock-project,Bump tensorflow from 1.15.5 to 2.11.1,https://github.com/mitmedialab/sherlock-project/pull/70
mitmedialab/sherlock-project,Bump werkzeug from 0.15.4 to 2.2.3,https://github.com/mitmedialab/sherlock-project/pull/69
mitmedialab/sherlock-project,Generation of paragraph vector files,https://github.com/mitmedialab/sherlock-project/issues/68
mitmedialab/sherlock-project,question - general id columns,https://github.com/mitmedialab/sherlock-project/issues/65
mitmedialab/sherlock-project,[Question] Get embeddings for each column,https://github.com/mitmedialab/sherlock-project/issues/59
mitmedialab/sherlock-project,Nan probabilities prediction on datasets with (almost) constant data,https://github.com/mitmedialab/sherlock-project/issues/56
mitmedialab/sherlock-project,Parquet files invalid,https://github.com/mitmedialab/sherlock-project/issues/51
mitmedialab/sherlock-project,Tensorflow not included in requirements,https://github.com/mitmedialab/sherlock-project/issues/49
mitmedialab/sherlock-project,KeyError when running model.predict(X_test) in 02-1-train-and-test-sherlock.ipynb,https://github.com/mitmedialab/sherlock-project/issues/48
mitmedialab/sherlock-project,Wrong predictions while testing new data ,https://github.com/mitmedialab/sherlock-project/issues/47
mitmedialab/sherlock-project,How to change the number of epochs ?,https://github.com/mitmedialab/sherlock-project/issues/45
mitmedialab/sherlock-project,gensim version,https://github.com/mitmedialab/sherlock-project/issues/43
mitmedialab/sherlock-project,Rewrite,https://github.com/mitmedialab/sherlock-project/pull/29
royerlab/aydin,PyLint,https://github.com/royerlab/aydin/pull/301
royerlab/aydin,PyQt6,https://github.com/royerlab/aydin/pull/299
royerlab/aydin,Migration to PyQt6,https://github.com/royerlab/aydin/issues/298
royerlab/aydin,aydin fails to install on Apple M1,https://github.com/royerlab/aydin/issues/297
royerlab/aydin,"[SUGGESTION] More algos, more fun ? (plugins ?)",https://github.com/royerlab/aydin/issues/293
royerlab/aydin,[REQ] SCUNet and colab,https://github.com/royerlab/aydin/issues/292
royerlab/aydin,CLI: L1 loss and PSNR with Self-Supervised Loss for benchmark_algos command,https://github.com/royerlab/aydin/pull/288
royerlab/aydin,It cnn torch demos,https://github.com/royerlab/aydin/pull/285
royerlab/aydin,BUG: torch cnn 3D unet fixes,https://github.com/royerlab/aydin/pull/275
royerlab/aydin,Developer docs,https://github.com/royerlab/aydin/pull/255
royerlab/aydin,Torch does not have access to GPU after Aydin installation,https://github.com/royerlab/aydin/issues/235
royerlab/aydin,rep_crop ZeroDivisionError,https://github.com/royerlab/aydin/issues/207
royerlab/aydin,Add algorithm variants to docstring,https://github.com/royerlab/aydin/issues/204
royerlab/aydin,bundle catboost version bumped to 1.0.6,https://github.com/royerlab/aydin/pull/200
royerlab/aydin,Dataflow and class hierarchy diagrams,https://github.com/royerlab/aydin/issues/198
royerlab/aydin,CI: fedora build,https://github.com/royerlab/aydin/pull/173
royerlab/aydin,Exposing off-core array arguments at higher level APIs and interfaces,https://github.com/royerlab/aydin/issues/172
royerlab/aydin,CLI saveload test,https://github.com/royerlab/aydin/issues/167
royerlab/aydin,aydin bundle fails to start on linux with fontconfig 2.13/2.14,https://github.com/royerlab/aydin/issues/163
royerlab/aydin,CI: Docs update task,https://github.com/royerlab/aydin/pull/161
royerlab/aydin,Analysis: Noise Floor Delta over Z-axis,https://github.com/royerlab/aydin/pull/151
royerlab/aydin,GUI: Analysis tab,https://github.com/royerlab/aydin/pull/143
royerlab/aydin,GUI: Tests,https://github.com/royerlab/aydin/pull/137
royerlab/aydin,Can CatBoost Regressor tests finish faster?,https://github.com/royerlab/aydin/issues/131
royerlab/aydin,Refactoring aydin.it.cnn to aydin.it.torch,https://github.com/royerlab/aydin/issues/122
royerlab/aydin,Classic wavelet algorithm not working great,https://github.com/royerlab/aydin/issues/116
royerlab/aydin,Changing the saved model objects,https://github.com/royerlab/aydin/issues/106
royerlab/aydin,docker and singularity images for aydin (gpu),https://github.com/royerlab/aydin/pull/59
bhrnjica/anndotnet,Help - speech recognition example using LSTM,https://github.com/bhrnjica/anndotnet/issues/53
bhrnjica/anndotnet,Channel number are not persisted corectly in image classification file,https://github.com/bhrnjica/anndotnet/issues/49
bhrnjica/anndotnet,ANNdotNET on Windows 8.1 and Windows 7,https://github.com/bhrnjica/anndotnet/issues/45
bhrnjica/anndotnet,.NET Core 3 support,https://github.com/bhrnjica/anndotnet/issues/44
bhrnjica/anndotnet,Support header for time series rawDataset.,https://github.com/bhrnjica/anndotnet/issues/35
bhrnjica/anndotnet,More options in Project Explorer.,https://github.com/bhrnjica/anndotnet/issues/20
bhrnjica/anndotnet,Add progress bar to Status Pane while the training and evaluation process is running.,https://github.com/bhrnjica/anndotnet/issues/19
bhrnjica/anndotnet,Memory leak in WPF application when switching between content,https://github.com/bhrnjica/anndotnet/issues/15
selflein/GraphNN-Multi-Object-Tracking,Test set with YOLOV4,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/16
selflein/GraphNN-Multi-Object-Tracking,how can i use anthor reid model in this work,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/11
selflein/GraphNN-Multi-Object-Tracking,'Namespace' object has no attribute 'preprocessed_dir',https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/10
selflein/GraphNN-Multi-Object-Tracking,Having trouble in reproducing the result in inference.ipynb,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/9
selflein/GraphNN-Multi-Object-Tracking,How to train the model?,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/8
selflein/GraphNN-Multi-Object-Tracking,How to Modify for Multiple Target Tracking,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/5
selflein/GraphNN-Multi-Object-Tracking,How can I get the supplementary material for this paper?,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/4
selflein/GraphNN-Multi-Object-Tracking,how to get the pre-trained FasterRCNN,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/3
selflein/GraphNN-Multi-Object-Tracking,How do i need to get the PCA model,https://github.com/selflein/GraphNN-Multi-Object-Tracking/issues/1
ThinkingTransistor/Sigma,Bump SharpZipLib from 0.86.0 to 1.3.3 in /Sigma.Samples/01-IRIS,https://github.com/ThinkingTransistor/Sigma/pull/31
ThinkingTransistor/Sigma,Bump SharpZipLib from 0.86.0 to 1.3.3 in /Sigma.Samples/01-MNIST,https://github.com/ThinkingTransistor/Sigma/pull/30
ThinkingTransistor/Sigma,Bump SharpZipLib from 0.86.0 to 1.3.3 in /Sigma.Core,https://github.com/ThinkingTransistor/Sigma/pull/29
ThinkingTransistor/Sigma,Bump System.Text.RegularExpressions from 4.3.0 to 4.3.1 in /Sigma.Tests.Internals.WPF,https://github.com/ThinkingTransistor/Sigma/pull/28
VerisimilitudeX/DNAnalyzer,(JAVA-S1050) Non-final static fields should not be public,https://github.com/VerisimilitudeX/DNAnalyzer/issues/422
VerisimilitudeX/DNAnalyzer,(JAVA-D1005) Parameter tag has no description,https://github.com/VerisimilitudeX/DNAnalyzer/issues/421
VerisimilitudeX/DNAnalyzer,(JAVA-W1058) JUnit5 test classes and methods should be package-private,https://github.com/VerisimilitudeX/DNAnalyzer/issues/420
VerisimilitudeX/DNAnalyzer,(JAVA-D1001) Undocumented method found,https://github.com/VerisimilitudeX/DNAnalyzer/issues/419
VerisimilitudeX/DNAnalyzer,Familial Hypercholesterolemia Gene Sequence: LDLR,https://github.com/VerisimilitudeX/DNAnalyzer/issues/416
VerisimilitudeX/DNAnalyzer,"Explain the role of G-C content accordingly to organism enviroment, evolutionary status and characteristics",https://github.com/VerisimilitudeX/DNAnalyzer/issues/405
jump-cellpainting/datasets,Provide prefix sizes,https://github.com/jump-cellpainting/datasets/issues/81
jump-cellpainting/datasets,Target2 Compound InChIKeys,https://github.com/jump-cellpainting/datasets/issues/80
jump-cellpainting/datasets,cpg0016 - brightfield images in load_data.csv,https://github.com/jump-cellpainting/datasets/issues/79
jump-cellpainting/datasets,Images missing for 1216 fields/sites in source_11,https://github.com/jump-cellpainting/datasets/issues/78
jump-cellpainting/datasets,Positive controls identifiers,https://github.com/jump-cellpainting/datasets/issues/77
jump-cellpainting/datasets,Some corrupt tiff files,https://github.com/jump-cellpainting/datasets/issues/76
jump-cellpainting/datasets,Missing labels for some wells in COMPOUND_EMPTY plates in source_1,https://github.com/jump-cellpainting/datasets/issues/75
jump-cellpainting/datasets,Source of truth for all images with perturbation labels,https://github.com/jump-cellpainting/datasets/issues/72
jump-cellpainting/datasets,Only .parquet files in profiles directory,https://github.com/jump-cellpainting/datasets/issues/71
jump-cellpainting/datasets,Data source in other cell lines,https://github.com/jump-cellpainting/datasets/issues/68
jump-cellpainting/datasets,Provide instructions for downloading images,https://github.com/jump-cellpainting/datasets/issues/67
jump-cellpainting/datasets,Error in illumination correction filenames for source_11,https://github.com/jump-cellpainting/datasets/issues/66
jump-cellpainting/datasets,Upload arm-centering-corrected CRISPR profiles,https://github.com/jump-cellpainting/datasets/issues/65
jump-cellpainting/datasets,Add Repurposing Hub + ChEMBL annotations,https://github.com/jump-cellpainting/datasets/pull/63
jump-cellpainting/datasets,Create FAQ for the resource,https://github.com/jump-cellpainting/datasets/issues/62
jump-cellpainting/datasets,Some wells in load_data are missing (but are present in `wells.csv.gz`),https://github.com/jump-cellpainting/datasets/issues/61
jump-cellpainting/datasets,Why is the workspace/metadata folder missing in cpg0016?,https://github.com/jump-cellpainting/datasets/issues/56
jump-cellpainting/datasets,What is the rows with missing gene names in the ORF dataset?,https://github.com/jump-cellpainting/datasets/issues/53
jump-cellpainting/datasets,How does one identify replicates?,https://github.com/jump-cellpainting/datasets/issues/49
jump-cellpainting/datasets,"Add citation file, and maybe Zenodo json file",https://github.com/jump-cellpainting/datasets/issues/46
jump-cellpainting/datasets,How does one load pilot data sets?,https://github.com/jump-cellpainting/datasets/issues/44
jump-cellpainting/datasets,Stats on number and size of images files,https://github.com/jump-cellpainting/datasets/pull/43
jump-cellpainting/datasets,Add more metadata files,https://github.com/jump-cellpainting/datasets/pull/31
jump-cellpainting/datasets,Questions about cpg0016 metadata,https://github.com/jump-cellpainting/datasets/issues/24
jump-cellpainting/datasets,How to get the channel-to-stain mapping per source?,https://github.com/jump-cellpainting/datasets/issues/22
jump-cellpainting/datasets,What is the timeline for uploading the remaining data?,https://github.com/jump-cellpainting/datasets/issues/17
jump-cellpainting/datasets,Will metadata associated with the perturbations be released?,https://github.com/jump-cellpainting/datasets/issues/13
cosmoquester/2021-dialogue-summary-competition,sample data를 보고 학습을 할 때 어떻게 한것인지 질문이있어 올립니다.,https://github.com/cosmoquester/2021-dialogue-summary-competition/issues/25
cosmoquester/2021-dialogue-summary-competition,rouge-score library non alphanumeric issue,https://github.com/cosmoquester/2021-dialogue-summary-competition/issues/22
BUPT-GAMMA/GammaGL,Add the code of SpecFormer,https://github.com/BUPT-GAMMA/GammaGL/pull/163
BUPT-GAMMA/GammaGL,[Model] DR-GST torch version,https://github.com/BUPT-GAMMA/GammaGL/pull/161
BUPT-GAMMA/GammaGL,add CAGCN part,https://github.com/BUPT-GAMMA/GammaGL/pull/157
BUPT-GAMMA/GammaGL,Gen,https://github.com/BUPT-GAMMA/GammaGL/pull/156
BUPT-GAMMA/GammaGL,add spco models,https://github.com/BUPT-GAMMA/GammaGL/pull/152
BUPT-GAMMA/GammaGL,Heterosample,https://github.com/BUPT-GAMMA/GammaGL/pull/123
BUPT-GAMMA/GammaGL,[Dataset] OGB Dataset,https://github.com/BUPT-GAMMA/GammaGL/pull/121
BUPT-GAMMA/GammaGL,Zx,https://github.com/BUPT-GAMMA/GammaGL/pull/120
BUPT-GAMMA/GammaGL,add clustergcn,https://github.com/BUPT-GAMMA/GammaGL/pull/114
BUPT-GAMMA/GammaGL,RGAT,https://github.com/BUPT-GAMMA/GammaGL/pull/112
BUPT-GAMMA/GammaGL,Metis,https://github.com/BUPT-GAMMA/GammaGL/pull/103
BUPT-GAMMA/GammaGL,[Model] Implement model Unimp,https://github.com/BUPT-GAMMA/GammaGL/pull/83
BUPT-GAMMA/GammaGL,diffpool files,https://github.com/BUPT-GAMMA/GammaGL/pull/49
pralab/secml,Android Malware detection,https://github.com/pralab/secml/issues/17
pralab/secml,Poisoning Multiclass dataset,https://github.com/pralab/secml/issues/15
pralab/secml,Update default values,https://github.com/pralab/secml/pull/14
pralab/secml,Boolean feature value return from CAttackPoisoningSVM attack issue,https://github.com/pralab/secml/issues/10
BeTomorrow/ReImproveJS,Bump shell-quote from 1.6.1 to 1.7.3,https://github.com/BeTomorrow/ReImproveJS/pull/37
BeTomorrow/ReImproveJS,Bump pathval from 1.1.0 to 1.1.1,https://github.com/BeTomorrow/ReImproveJS/pull/36
BeTomorrow/ReImproveJS,Bump cached-path-relative from 1.0.2 to 1.1.0,https://github.com/BeTomorrow/ReImproveJS/pull/35
BeTomorrow/ReImproveJS,Bump shelljs from 0.8.3 to 0.8.5,https://github.com/BeTomorrow/ReImproveJS/pull/34
BeTomorrow/ReImproveJS,Bump path-parse from 1.0.6 to 1.0.7,https://github.com/BeTomorrow/ReImproveJS/pull/33
BeTomorrow/ReImproveJS,Bump lodash from 4.17.11 to 4.17.21,https://github.com/BeTomorrow/ReImproveJS/pull/32
BeTomorrow/ReImproveJS,Bump handlebars from 4.1.2 to 4.7.7,https://github.com/BeTomorrow/ReImproveJS/pull/31
BeTomorrow/ReImproveJS,Bump elliptic from 6.4.1 to 6.5.4,https://github.com/BeTomorrow/ReImproveJS/pull/30
BeTomorrow/ReImproveJS,Bump highlight.js from 9.15.8 to 9.18.5,https://github.com/BeTomorrow/ReImproveJS/pull/29
BeTomorrow/ReImproveJS,Remove gendered language,https://github.com/BeTomorrow/ReImproveJS/pull/28
BeTomorrow/ReImproveJS,Train on a dataset?,https://github.com/BeTomorrow/ReImproveJS/issues/24
BeTomorrow/ReImproveJS,Bump acorn from 6.1.1 to 6.4.1,https://github.com/BeTomorrow/ReImproveJS/pull/22
BeTomorrow/ReImproveJS,npm out of date; dist missing from release; build not working.,https://github.com/BeTomorrow/ReImproveJS/issues/19
BeTomorrow/ReImproveJS,Question: Why are Convolutional Networks not Recommended?,https://github.com/BeTomorrow/ReImproveJS/issues/18
BeTomorrow/ReImproveJS,How to save and load the model?,https://github.com/BeTomorrow/ReImproveJS/issues/17
BeTomorrow/ReImproveJS,confused about using model,https://github.com/BeTomorrow/ReImproveJS/issues/16
BeTomorrow/ReImproveJS,saving the model,https://github.com/BeTomorrow/ReImproveJS/issues/14
BeTomorrow/ReImproveJS,Issue implementing the step() function,https://github.com/BeTomorrow/ReImproveJS/issues/13
BeTomorrow/ReImproveJS,How to execute actions (output),https://github.com/BeTomorrow/ReImproveJS/issues/11
BeTomorrow/ReImproveJS,Roadmap/Todos for Convolutional learning,https://github.com/BeTomorrow/ReImproveJS/issues/10
BeTomorrow/ReImproveJS,Need more informations about lesson,https://github.com/BeTomorrow/ReImproveJS/issues/9
FluxML/MLJFlux.jl,deprecated warning in documentation,https://github.com/FluxML/MLJFlux.jl/issues/236
FluxML/MLJFlux.jl,Update examples/MNIST,https://github.com/FluxML/MLJFlux.jl/issues/234
FluxML/MLJFlux.jl,221 stop using implicit style differentiating,https://github.com/FluxML/MLJFlux.jl/pull/230
FluxML/MLJFlux.jl,Error when batch_size different from 1 in NeuralNetworkRegressor,https://github.com/FluxML/MLJFlux.jl/issues/225
FluxML/MLJFlux.jl,Stop using implicit style differentiating,https://github.com/FluxML/MLJFlux.jl/issues/221
FluxML/MLJFlux.jl,Plans for autodiff on fitted models?,https://github.com/FluxML/MLJFlux.jl/issues/220
FluxML/MLJFlux.jl,"Integrate Metalhead ""builders"" into MLJFlux",https://github.com/FluxML/MLJFlux.jl/issues/205
FluxML/MLJFlux.jl,How ImageClassifier work with DataAugmentation.jl ?,https://github.com/FluxML/MLJFlux.jl/issues/201
FluxML/MLJFlux.jl,How to use Metalhead'model as ImageClassifier model? ,https://github.com/FluxML/MLJFlux.jl/issues/200
FluxML/MLJFlux.jl,support image object detection example ,https://github.com/FluxML/MLJFlux.jl/issues/199
FluxML/MLJFlux.jl,Support for RNGs in dropout,https://github.com/FluxML/MLJFlux.jl/issues/198
FluxML/MLJFlux.jl,Benchmarks some raw Flux / MLJFlux comparisons,https://github.com/FluxML/MLJFlux.jl/issues/167
FluxML/MLJFlux.jl,Add support for data not fitting in memory,https://github.com/FluxML/MLJFlux.jl/issues/163
FluxML/MLJFlux.jl,Compare with sk-learn in testing,https://github.com/FluxML/MLJFlux.jl/issues/157
FluxML/MLJFlux.jl,Add option to shuffle data after each epoch,https://github.com/FluxML/MLJFlux.jl/issues/102
FluxML/MLJFlux.jl,Remove redundant old_examples directory?,https://github.com/FluxML/MLJFlux.jl/issues/101
FluxML/MLJFlux.jl,[Design discussion] Batches and resampling,https://github.com/FluxML/MLJFlux.jl/issues/97
FluxML/MLJFlux.jl,Resolve issue around broken tests for optimiser state on GPU,https://github.com/FluxML/MLJFlux.jl/issues/87
FluxML/MLJFlux.jl,Flux related packages,https://github.com/FluxML/MLJFlux.jl/issues/34
yconst/YCML,"Missing ""YCMatrix"" when using Carthage",https://github.com/yconst/YCML/issues/11
yconst/YCML,Implement DE Algorithm,https://github.com/yconst/YCML/issues/7
yconst/YCML,Implement a model training parameter checking facility,https://github.com/yconst/YCML/issues/5
yconst/YCML,Implement many-objective test problem for NSGA-II / HypE,https://github.com/yconst/YCML/issues/3
yconst/YCML,Change RBF implementation to use YCRBFKernel,https://github.com/yconst/YCML/issues/2
xavctn/img2table,How can I extract table together with texts under the table?,https://github.com/xavctn/img2table/issues/101
xavctn/img2table,Can not use paddle ocr using img2table,https://github.com/xavctn/img2table/issues/100
xavctn/img2table,I want to use easy ocr on different GPU,https://github.com/xavctn/img2table/issues/99
xavctn/img2table,Different results on similar images,https://github.com/xavctn/img2table/issues/82
jdermody/brightwire,IndexOutOfRangeException,https://github.com/jdermody/brightwire/issues/44
jdermody/brightwire,Neuronal Network Feed Forward: How to get multiple outputs?,https://github.com/jdermody/brightwire/issues/36
jdermody/brightwire,Shopping list prediction,https://github.com/jdermody/brightwire/issues/29
jdermody/brightwire,Facial Recognition,https://github.com/jdermody/brightwire/issues/28
jdermody/brightwire,Lower Level api,https://github.com/jdermody/brightwire/issues/23
jdermody/brightwire,OpenCL,https://github.com/jdermody/brightwire/issues/3
molML/MoleculeACE,Inconsistency between values of the data in CHEMBL2147_Ki,https://github.com/molML/MoleculeACE/issues/12
nalexai/hyperlib,Hyperlib not using GPU,https://github.com/nalexai/hyperlib/issues/29
nalexai/hyperlib,model.fit does not show any output or progress,https://github.com/nalexai/hyperlib/issues/28
nalexai/hyperlib,Sarkar Embeddings dim>3 ,https://github.com/nalexai/hyperlib/issues/27
nalexai/hyperlib,Hyperbolic Graph Conv ,https://github.com/nalexai/hyperlib/pull/23
nalexai/hyperlib,RSGD Improvements,https://github.com/nalexai/hyperlib/issues/21
nalexai/hyperlib,Solve Precision Issues,https://github.com/nalexai/hyperlib/issues/19
nalexai/hyperlib,Tracking Issue: Documentation,https://github.com/nalexai/hyperlib/issues/16
nalexai/hyperlib,Automatic versioning,https://github.com/nalexai/hyperlib/issues/15
Photon-AI-Research/NeuralSolvers,Get rid of the input and output dimension in the PINN constructor,https://github.com/Photon-AI-Research/NeuralSolvers/issues/65
Photon-AI-Research/NeuralSolvers,benchmark suite,https://github.com/Photon-AI-Research/NeuralSolvers/issues/64
Photon-AI-Research/NeuralSolvers,Make PINN loss more lightweight,https://github.com/Photon-AI-Research/NeuralSolvers/issues/63
Photon-AI-Research/NeuralSolvers,Modularize fit function,https://github.com/Photon-AI-Research/NeuralSolvers/issues/62
Photon-AI-Research/NeuralSolvers,Provide a seperate pretraining function,https://github.com/Photon-AI-Research/NeuralSolvers/issues/60
Photon-AI-Research/NeuralSolvers,Distributed inferences,https://github.com/Photon-AI-Research/NeuralSolvers/pull/59
Photon-AI-Research/NeuralSolvers,Weighting is not set correctly,https://github.com/Photon-AI-Research/NeuralSolvers/issues/55
Photon-AI-Research/NeuralSolvers,Checkpointing has problems when boundary condition is empty,https://github.com/Photon-AI-Research/NeuralSolvers/issues/52
Photon-AI-Research/NeuralSolvers,Rework readme,https://github.com/Photon-AI-Research/NeuralSolvers/issues/44
Photon-AI-Research/NeuralSolvers,Change Batch_Size of Dataloaders to None,https://github.com/Photon-AI-Research/NeuralSolvers/issues/22
Photon-AI-Research/NeuralSolvers,Port the 2D Schrodinger to the framework,https://github.com/Photon-AI-Research/NeuralSolvers/issues/18
Photon-AI-Research/NeuralSolvers,Host read the docs ,https://github.com/Photon-AI-Research/NeuralSolvers/issues/12
Photon-AI-Research/NeuralSolvers,Create something like read the docs,https://github.com/Photon-AI-Research/NeuralSolvers/issues/4
xuhongzuo/DeepOD,add DCdetector,https://github.com/xuhongzuo/DeepOD/pull/34
materialsvirtuallab/matgl,Bump dgl from 1.1.2 to 1.1.2.post1,https://github.com/materialsvirtuallab/matgl/pull/154
materialsvirtuallab/matgl,LAMMPS interface,https://github.com/materialsvirtuallab/matgl/issues/111
sony/nnabla-rl,Support mixed (discrete and continuous) state env,https://github.com/sony/nnabla-rl/pull/109
sony/nnabla-rl,Feature/20230830 improve plot script,https://github.com/sony/nnabla-rl/pull/108
sony/nnabla-rl,Feature/20230828 fix evaluation script,https://github.com/sony/nnabla-rl/pull/107
ertis-research/kafka-ml,Bump minimist and karma in /frontend,https://github.com/ertis-research/kafka-ml/pull/105
ertis-research/kafka-ml,Update README.md,https://github.com/ertis-research/kafka-ml/pull/104
ertis-research/kafka-ml,Bump django from 3.2.13 to 3.2.18 in /backend,https://github.com/ertis-research/kafka-ml/pull/103
ertis-research/kafka-ml,Bump jszip from 3.7.1 to 3.10.1 in /frontend,https://github.com/ertis-research/kafka-ml/pull/101
ertis-research/kafka-ml,Bump json5 from 1.0.1 to 1.0.2 in /frontend,https://github.com/ertis-research/kafka-ml/pull/100
ertis-research/kafka-ml,Bump json5 and @angular-devkit/build-angular in /frontend,https://github.com/ertis-research/kafka-ml/pull/98
ertis-research/kafka-ml,Bump express from 4.17.2 to 4.18.2 in /frontend,https://github.com/ertis-research/kafka-ml/pull/97
ertis-research/kafka-ml,Bump qs from 6.5.2 to 6.5.3 in /frontend,https://github.com/ertis-research/kafka-ml/pull/96
ertis-research/kafka-ml,Bump decode-uri-component from 0.2.0 to 0.2.2 in /frontend,https://github.com/ertis-research/kafka-ml/pull/95
ertis-research/kafka-ml,Bump engine.io and karma in /frontend,https://github.com/ertis-research/kafka-ml/pull/94
ertis-research/kafka-ml,Bump tensorflow from 2.7.0 to 2.9.3 in /examples/EUROSAT_RAW_format,https://github.com/ertis-research/kafka-ml/pull/93
